date,source,author,region,district,location1,location2,type,label,description,text,link
05-May,twitter,HR/Sitrep11,western,gorkha,machhakhola,NA,observation,damage,completely destroyed,"Laprak (28.221206, 84.796818), Sirdibas (28.41,84.8), (28.410000, 84.8), Keraju, Machhakhola (28.232523, 84.874708), Lapsibot (27.559339, 85.552203), Gumda (28.210000, 84.83), Uhiya (28.300000, 84.883333), and Singla (28.224192, 84.837243) have all been completely destroyed",https://twitter.com/NorthmenPK/status/595354192023162880
05-May,twitter,HR/Sitrep11,western,gorkha,lapsibot,NA,observation,damage,completely destroyed,"Laprak (28.221206, 84.796818), Sirdibas (28.41,84.8), (28.410000, 84.8), Keraju, Machhakhola (28.232523, 84.874708), Lapsibot (27.559339, 85.552203), Gumda (28.210000, 84.83), Uhiya (28.300000, 84.883333), and Singla (28.224192, 84.837243) have all been completely destroyed",https://twitter.com/NorthmenPK/status/595354192023162880
05-May,twitter,HR/Sitrep11,western,gorkha,gumda,NA,observation,damage,completely destroyed,"Laprak (28.221206, 84.796818), Sirdibas (28.41,84.8), (28.410000, 84.8), Keraju, Machhakhola (28.232523, 84.874708), Lapsibot (27.559339, 85.552203), Gumda (28.210000, 84.83), Uhiya (28.300000, 84.883333), and Singla (28.224192, 84.837243) have all been completely destroyed",https://twitter.com/NorthmenPK/status/595354192023162880
05-May,twitter,HR/Sitrep11,western,gorkha,uhiya,NA,observation,damage,completely destroyed,"Laprak (28.221206, 84.796818), Sirdibas (28.41,84.8), (28.410000, 84.8), Keraju, Machhakhola (28.232523, 84.874708), Lapsibot (27.559339, 85.552203), Gumda (28.210000, 84.83), Uhiya (28.300000, 84.883333), and Singla (28.224192, 84.837243) have all been completely destroyed",https://twitter.com/NorthmenPK/status/595354192023162880
05-May,twitter,HR/Sitrep11,western,gorkha,singla,NA,observation,damage,completely destroyed,"Laprak (28.221206, 84.796818), Sirdibas (28.41,84.8), (28.410000, 84.8), Keraju, Machhakhola (28.232523, 84.874708), Lapsibot (27.559339, 85.552203), Gumda (28.210000, 84.83), Uhiya (28.300000, 84.883333), and Singla (28.224192, 84.837243) have all been completely destroyed",https://twitter.com/NorthmenPK/status/595354192023162880
05-May,twitter,HR/Sitrep11,western,gorkha,laprak,NA,observation,transport,cannot be reached by helicopter,Laprak cannot be reached by helicopter and needs tents and food.,https://twitter.com/NorthmenPK/status/595353948673839104 https://twitter.com/NorthmenPK/status/595354984750780416
05-May,twitter,HR/Sitrep11,western,gorkha,laprak,NA,need,shelter,tents needed,Laprak cannot be reached by helicopter and needs tents and food.,https://twitter.com/NorthmenPK/status/595353948673839104 https://twitter.com/NorthmenPK/status/595354984750780416
05-May,twitter,HR/Sitrep11,western,gorkha,laprak,NA,need,nutrition,food needed,Laprak cannot be reached by helicopter and needs tents and food.,https://twitter.com/NorthmenPK/status/595353948673839104 https://twitter.com/NorthmenPK/status/595354984750780416
05-May,facebook,HR/Sitrep11,central,kavrepalanchok,tinchili,NA,need,general assessment,have not received aid; need assistance,"Villages that have not received aid: Tinchili, Bata, Mathi, Danwar gau.",https://www.facebook.com/groups/1573612889579406/permalink/1577871065820255/
05-May,facebook,HR/Sitrep11,central,kavrepalanchok,bata,NA,need,general assessment,have not received aid; need assistance,"Villages that have not received aid: Tinchili, Bata, Mathi, Danwar gau.",https://www.facebook.com/groups/1573612889579406/permalink/1577871065820255/
05-May,facebook,HR/Sitrep11,central,kavrepalanchok,mathi,NA,need,general assessment,have not received aid; need assistance,"Villages that have not received aid: Tinchili, Bata, Mathi, Danwar gau.",https://www.facebook.com/groups/1573612889579406/permalink/1577871065820255/
05-May,facebook,HR/Sitrep11,central,kavrepalanchok,danwar gau,NA,need,general assessment,have not received aid; need assistance,"Villages that have not received aid: Tinchili, Bata, Mathi, Danwar gau.",https://www.facebook.com/groups/1573612889579406/permalink/1577871065820255/
05-May,facebook,HR/Sitrep11,western,lamjung,bichar,NA,need,general assessment,have not received aid; need assistance,Bichar has still not received aid.,https://www.facebook.com/groups/1573612889579406/permalink/1577871065820255/
05-May,facebook,HR/Sitrep11,central,nuwakot,samundra devi,NA,observation,damage,855 houses collapsed,"Samundradevi V.D.C. (27.830000, 85.35) needs help. 855 houses have collapsed. People there are having a very hard time. They need tents, blankets, food items, water purifiers, sanitation kits, and medicines",https://www.facebook.com/shabnaz.yousefia?fref=nf
05-May,facebook,HR/Sitrep11,central,nuwakot,samundra devi,NA,need,shelter,tents and blankets needed,"Samundradevi V.D.C. (27.830000, 85.35) needs help. 855 houses have collapsed. People there are having a very hard time. They need tents, blankets, food items, water purifiers, sanitation kits, and medicines",https://www.facebook.com/shabnaz.yousefia?fref=nf
05-May,facebook,HR/Sitrep11,central,nuwakot,samundra devi,NA,need,nutrition,food needed,"Samundradevi V.D.C. (27.830000, 85.35) needs help. 855 houses have collapsed. People there are having a very hard time. They need tents, blankets, food items, water purifiers, sanitation kits, and medicines",https://www.facebook.com/shabnaz.yousefia?fref=nf
05-May,facebook,HR/Sitrep11,central,nuwakot,samundra devi,NA,need,sanitation,water purifier and sanitation kis,"Samundradevi V.D.C. (27.830000, 85.35) needs help. 855 houses have collapsed. People there are having a very hard time. They need tents, blankets, food items, water purifiers, sanitation kits, and medicines",https://www.facebook.com/shabnaz.yousefia?fref=nf
05-May,facebook,HR/Sitrep11,central,nuwakot,samundra devi,NA,need,medical,medicines needed,"Samundradevi V.D.C. (27.830000, 85.35) needs help. 855 houses have collapsed. People there are having a very hard time. They need tents, blankets, food items, water purifiers, sanitation kits, and medicines",https://www.facebook.com/shabnaz.yousefia?fref=nf
05-May,facebook,HR/Sitrep11,central,nuwakot,belkot-1,NA,need,general assessment,have not received aid; need assistance,Belkot-1 and Dhikure have not received aid.,https://www.facebook.com/groups/1573612889579406/permalink/1577871065820255/
05-May,facebook,HR/Sitrep11,central,nuwakot,dhikure,NA,need,general assessment,have not received aid; need assistance,Belkot-1 and Dhikure have not received aid.,https://www.facebook.com/groups/1573612889579406/permalink/1577871065820255/
04-May,online community,HR/Sitrep11,central,rasuwa,NA,NA,observation,transport,transport difficult because of langslides,"Parts of the remote Himalayan district of Rasuwa have been cut off since Nepal's massive earthquake triggered a series of landslides. An Indian helicopter's finally arrived with aid and work is at last underway to unblock vital road links. Indian Air Force officials say the relief effort is picking up speed. ""These helicopters have been able to pull out about 800-plus casualties, including badly injured ones, and about 2, 000-plus individuals who were stranded.""",http://earthquake-report.com/2015/04/25/massive-earthquake-nepal-on-april-25-2015/
05-May,facebook,HR/Sitrep11,central,sindhupalchok,bade gau,NA,need,general assessment,not received aid; need assistance,Villages that haven’t received aid yet include: Bade Gau and Ramche,https://www.facebook.com/groups/1573612889579406/permalink/1577871065820255/
05-May,facebook,HR/Sitrep11,central,sindhupalchok,ramche,NA,need,general assessment,not received aid; need assistance,Villages that haven’t received aid yet include: Bade Gau and Ramche,https://www.facebook.com/groups/1573612889579406/permalink/1577871065820255/
05-May,facebook,HR/Sitrep11,central,sindhuli,dewrali,NA,need,general assessment,not received aid; need assistance,Dewrali tar-4.6 and Solpathana VDC have not received aid,https://www.facebook.com/groups/1573612889579406/permalink/1577871065820255/
05-May,facebook,HR/Sitrep11,central,sindhuli,solpathana,NA,need,general assessment,not received aid; need assistance,Dewrali tar-4.6 and Solpathana VDC have not received aid,https://www.facebook.com/groups/1573612889579406/permalink/1577871065820255/
05-May,facebook,HR/Sitrep11,western,kaski,annapurna base camp,NA,observation,general assessment,exiting base camp is difficult but doable,"The exit from Annapurna BC is slow. Trekkers have to traverse Nilgiri face, and there is deep snow on passes.",https://www.facebook.com/TheNorthmenPakistan/photos/a.457585274377404.1073741829.457314951071103/641131896022740/?type=1
05-May,twitter,HR/Sitrep11,eastern,solukhumbu,makalu,NA,observation,casualties,all European trekkers fine; casualties among locals,"A trusted source reports that all the Europeans who were trekking in Makalu are safe, but there were a few casualties among the locals. The region lies on the eastern side and received little damage compared to western Nepal. All those missing are expected to show up soon",https://twitter.com/NorthmenPK/status/595257799984066560  https://twitter.com/NorthmenPK/status/595269797136334848  https://twitter.com/NorthmenPK/status/595256856290791424
05-May,online community,HR/Sitrep11,NA,NA,NA,NA,need,medical,relief workers should carry lime(chuna) to infect carcasses,"Relief agencies should carry lime (chuna) to disinfect carcasses to decrease disease spread. Mass vaccinations of livestock in affected areas is also recommended. Due to stress and sanitation issues livestock is vulnerable to infectious diseases such as bird and swine flue, foot and mouth disease, and respiratory problems. Animal Nepal has three medical teams that go out each day in Lalitpur and Kathmandu district to treat sick and injured livestock",https://animalnepal.wordpress.com/2015/05/05/relief-agencies-dont-forget-the-animals-whether-dead-or-alive/
05-May,online community,HR/Sitrep11,NA,NA,NA,NA,need,medical,mass vaccination of livestock,"Relief agencies should carry lime (chuna) to disinfect carcasses to decrease disease spread. Mass vaccinations of livestock in affected areas is also recommended. Due to stress and sanitation issues livestock is vulnerable to infectious diseases such as bird and swine flue, foot and mouth disease, and respiratory problems. Animal Nepal has three medical teams that go out each day in Lalitpur and Kathmandu district to treat sick and injured livestock",https://animalnepal.wordpress.com/2015/05/05/relief-agencies-dont-forget-the-animals-whether-dead-or-alive/
