date,type,source,author,region,district,location1,location2,type,label,description,text
42122,crowdsourced,twitter,HR/Sitrep4,central,sindhupalchok,NA,NA,need,medical,situation bad; need for medical teams/supplies,"from volunteers headed toward Barhabise-Dhuskun - the situation is worse, and there is an urgent need for medical teams and supplies."
42122,crowdsourced,twitter,HR/Sitrep4,NA,NA,NA,NA,need,medical,"analgesics, psychologists, counsellors and neurosurgeons","analgesics, psychologists, counsellors and neurosurgeons (lots of spinal & head injuries). Also require battery packs"
42122,crowdsourced,twitter,HR/Sitrep4,NA,NA,NA,NA,need,medical,battery packs,"analgesics, psychologists, counsellors and neurosurgeons (lots of spinal & head injuries). Also require battery packs"
42122,crowdsourced,news media,HR/Sitrep4,central,kathmandu,,airport,observation,shelter,airport shelter for tourists,Kathmandu Airport is serving as shelter to tourists stranded
42122,crowdsourced,personal contacts/email,HR/Sitrep4,central,lalitpur,jawalakhel,st mary's high school,observation,shelter,school serves as shelter,"Jawalakhel, Lalitpur area can find shelter in St. Mary's High School and for Bhaktapur you can go to Birendra sainik"
42122,crowdsourced,personal contacts/email,HR/Sitrep4,central,bhaktapur,,birendra sainik,observation,shelter,shelter location,"Jawalakhel, Lalitpur area can find shelter in St. Mary's High School and for Bhaktapur you can go to Birendra sainik"
42123,crowdsourced,facebook,HR/Sitrep4,central,bhaktapur,NA,NA,need,nutrition,food needed,"In Bhaktapur, a gentleman is taking care of more than 40 kids who need food - 9841796550. ("
42123,crowdsourced,facebook,HR/Sitrep4,central,bhaktapur,NA,NA,need,sanitation,water needed,"People still trapped under rubble (source: Shashank Shresta & translator’s friends & family). People need food, water and tents & rescue teams"
42123,crowdsourced,facebook,HR/Sitrep4,central,bhaktapur,NA,NA,need,shelter,tents needed,"People still trapped under rubble (source: Shashank Shresta & translator’s friends & family). People need food, water and tents & rescue teams"
42123,crowdsourced,facebook,HR/Sitrep4,central,bhaktapur,NA,NA,need,search&rescue,s&r teams,"People still trapped under rubble (source: Shashank Shresta & translator’s friends & family). People need food, water and tents & rescue teams"
42122,crowdsourced,twitter,HR/Sitrep5,western,kaski,pokhara,NA,observation,transport,road to India now open,"The roads from Pokhara & Lubini to Maharashtra, India are now open, allowing Indians in Nepal to return to India through Maharashtra."
42122,crowdsourced,twitter,HR/Sitrep5,western,rupandehi,lumbini,NA,observation,transport,road to India now open,"The roads from Pokhara & Lubini to Maharashtra, India are now open, allowing Indians in Nepal to return to India through Maharashtra."
42122,crowdsourced,news media,HR/Sitrep5,central,kathmandu,NA,main highway,observation,transport,main highway east of KTM somewhat ok,"The main highway east of Kathmandu was heavily damaged, though it’s been filled in with rubble and dirt, allowing some access to affected villages in the east. The network of smaller roads is still heavily damaged."
42122,crowdsourced,news media,HR/Sitrep5,central,kathmandu,NA,NA,observation,transport,network of smaller roads still heavily damaged,"The main highway east of Kathmandu was heavily damaged, though it’s been filled in with rubble and dirt, allowing some access to affected villages in the east. The network of smaller roads is still heavily damaged."
42122,crowdsourced,facebook,HR/Sitrep5,western,gorkha,NA,NA,observation,damage,heavy damage,The Whole Karma flights team has reached 35 km inland from Gorkha. We are the first team with aid here. We had to take a tractor the last few km to get the supplys and last volunteers in. Very very difficult road. Villagers welcomed us with dal baht. The village seems to have extensive damage. We are all safe and the medical team will start work tomorrow
42122,crowdsourced,facebook,HR/Sitrep5,western,gorkha,NA,NA,observation,transport,difficult to access roads,The Whole Karma flights team has reached 35 km inland from Gorkha. We are the first team with aid here. We had to take a tractor the last few km to get the supplys and last volunteers in. Very very difficult road. Villagers welcomed us with dal baht. The village seems to have extensive damage. We are all safe and the medical team will start work tomorrow
42122,crowdsourced,facebook,HR/Sitrep5,western,gorkha,saurpani,NA,observation,damage,all buildings are damaged,"We set up a basecamp at Chanaute (28.243,84.3756) and the medical team reached the local area and as far as Saurpani (28.130171,84.705971). We found no serious injuries, most in serious condition have been airlifted from this area. Almost all building have collapsed or are unlivable. People need basic aid. Tarps and tents for shelter are the most needed as are cooking utensils , blankets, clothes food, chargers for their phones, headlamps and batteries for headlamps etc. The road is very bad, almost unpassable by 4WD and further up the valley is blocked and dangerous further up the valley."
42122,crowdsourced,facebook,HR/Sitrep5,western,gorkha,saurpani,NA,need,shelter,tarps and tents for shelter,"We set up a basecamp at Chanaute (28.243,84.3756) and the medical team reached the local area and as far as Saurpani (28.130171,84.705971). We found no serious injuries, most in serious condition have been airlifted from this area. Almost all building have collapsed or are unlivable. People need basic aid. Tarps and tents for shelter are the most needed as are cooking utensils , blankets, clothes food, chargers for their phones, headlamps and batteries for headlamps etc. The road is very bad, almost unpassable by 4WD and further up the valley is blocked and dangerous further up the valley."
42122,crowdsourced,facebook,HR/Sitrep5,western,gorkha,saurpani,NA,need,nutrition,food needed,"We set up a basecamp at Chanaute (28.243,84.3756) and the medical team reached the local area and as far as Saurpani (28.130171,84.705971). We found no serious injuries, most in serious condition have been airlifted from this area. Almost all building have collapsed or are unlivable. People need basic aid. Tarps and tents for shelter are the most needed as are cooking utensils , blankets, clothes food, chargers for their phones, headlamps and batteries for headlamps etc. The road is very bad, almost unpassable by 4WD and further up the valley is blocked and dangerous further up the valley."
42122,crowdsourced,twitter,HR/Sitrep5,western,gorkha,NA,NA,need,shelter,gorkha needs 5000 tents,Gorkha needs 5000 tents (translation from Nepali)
42122,crowdsourced,facebook,HR/Sitrep5,central,kathmandu,basundhara,NA,need,search&rescue,man buried in concrete rubble; needs help,"Urgent: Ankit Pokharel notified that he is buried in concrete rebel since Saturday, in Basundhara, Kathmandu. Immediate assistance required."
42122,crowdsourced,news media,HR/Sitrep5,central,sindhupalchok,swarathok,NA,need,general assessment,village in need of general assistance,"Swarathok village (27.688618, 85.721085) has not received any aid.The village is 43 miles (70km) from Kathmandu"
42122,crowdsourced,twitter,HR/Sitrep5,western,gorkha,NA,NA,need,medical,medical volunteers needed to help doctors,Volunteers needed to help doctors in Gorkha.
42123,crowdsourced,news media,HR/Sitrep5,NA,NA,NA,NA,observation,population behavior,roads are blocked by villagers demanding relief,"Villagers from the hardest-hit, remote villages are blocking roads and demanding faster relief from the govt."
42123,crowdsourced,news media,HR/Sitrep5,central,kathmandu,NA,NA,observation,transport,traffic out of Kathmandu is blocking roads,Heavy traffic out of Kathmandu is blocking roads
42123,crowdsourced,twitter,HR/Sitrep5,central,bhaktapur,NA,NA,need,shelter,tents needed,Need help in bhaktapur! medical help has reached but not tents and food!
42123,crowdsourced,twitter,HR/Sitrep5,central,bhaktapur,NA,NA,need,nutrition,food needed,Need help in bhaktapur! medical help has reached but not tents and food!
42123,crowdsourced,facebook,HR/Sitrep5,western,gorkha,piumatar,NA,need,shelter,people living outside; in need of tents,"almost all ppl living outside on ground, need tarps or tents."
42123,crowdsourced,facebook,HR/Sitrep5,central,sindhupalchok,jatan,NA,need,medical,many injured but no care,"In the last few days we were out in the extremely badly hit area of Helambu, trying to assess the situation and provide relief, food, medicine and shelter to many who lost their homes and family members. Every village we walked through is completely destroyed with many casualties. The remote village called Jatan (27°54'43"",85°36'58"") has not received any help four days after the earthquake, many are seriously injured, without even the slightest sanitation for their open wounds."
42123,crowdsourced,facebook,HR/Sitrep5,central,sindhupalchok,NA,NA,observation,damage,every village severely damaged,"In the last few days we were out in the extremely badly hit area of Helambu, trying to assess the situation and provide relief, food, medicine and shelter to many who lost their homes and family members. Every village we walked through is completely destroyed with many casualties. The remote village called Jatan (27°54'43"",85°36'58"") has not received any help four days after the earthquake, many are seriously injured, without even the slightest sanitation for their open wounds."
42123,crowdsourced,personal contacts/email,HR/Sitrep5,central,kathmandu,ward 15,NA,need,nutrition,food needed,"Food, shelter, maybe medical help needed. Bijay Lama, Dakshinkhali Nagarpalika, Chettra number 10, ward #15, Kathmandu, Phone: 9803141451. (source: personal communication via Translators without Borders)."
42123,crowdsourced,personal contacts/email,HR/Sitrep5,central,kathmandu,ward 15,NA,need,shelter,shelter needed,"Food, shelter, maybe medical help needed. Bijay Lama, Dakshinkhali Nagarpalika, Chettra number 10, ward #15, Kathmandu, Phone: 9803141451. (source: personal communication via Translators without Borders)."
42123,crowdsourced,personal contacts/email,HR/Sitrep5,central,kathmandu,ward 15,NA,need,medical,maybe medical help needed,"Food, shelter, maybe medical help needed. Bijay Lama, Dakshinkhali Nagarpalika, Chettra number 10, ward #15, Kathmandu, Phone: 9803141451. (source: personal communication via Translators without Borders)."
42123,crowdsourced,twitter,HR/Sitrep5,central,kathmandu,palubari,NA,need,shelter,tents,Need for tents in Palubari & Bishambhara near Sankhu! Heavy damage & families staying in open fields. (
42123,crowdsourced,twitter,HR/Sitrep5,central,kathmandu,bishambhara,NA,need,shelter,tents,Need for tents in Palubari & Bishambhara near Sankhu! Heavy damage & families staying in open fields. (
42123,crowdsourced,twitter,HR/Sitrep5,central,kathmandu,basantapur,NA,need,search&rescue,50 volunteers to save trapped people,Basantapur has trapped people. “Around 50 volunteers needed at Basantapur to rescue trapped ppl. Please contact Sabin Joshi- 9808200900.”
42123,crowdsourced,facebook,HR/Sitrep5,central,kavrepalanchok,NA,NA,need,shelter,tents and blankets for 4000 people,"There is an urgent need for tents and blankets for 4000 people in Kavre district, surviving in the open air. Anyone who can provide supplies and trucks, call Please contact Suman Rayamajhi at 9801055299"
42123,crowdsourced,personal contacts/email,HR/Sitrep5,central,lalitpur,ashram,NA,need,nutrition,food needed,"Ashram VDC - Attention needed for Whaisle Dhorje Bhurung, Ashram VDC, ward #1, Lalitpur, Phone: 9741165067. Food, shelter, maybe medical. (source: personal communication via Translators without Borders)."
42123,crowdsourced,personal contacts/email,HR/Sitrep5,central,lalitpur,ashram,NA,need,shelter,shelter needed,"Ashram VDC - Attention needed for Whaisle Dhorje Bhurung, Ashram VDC, ward #1, Lalitpur, Phone: 9741165067. Food, shelter, maybe medical. (source: personal communication via Translators without Borders)."
