date,source,author,region,district,location1,location2,type,label,description,text
27-Apr,NA,UN/Sitrep4,NA,NA,NA,NA,need,shelter,clothes for women and children,"""Urgent needs also include psychosocial support, the establishment of safe spaces, protection of women and children from gender based violence, family reunification of separate children and clothes for women and children."""
27-Apr,NA,UN/Sitrep4,NA,NA,NA,NA,need,sanitation,"25,000 hygiene kits","""The Cluster requires the following additional supplies: 25,000 Hygiene kits, 20,000 Tarpaulin, 40 tanks of 2500 ltrs, two Generators for the operation of deep bore holes for water supply, 20,000 packets of aqua tabs, household water storage containers, additional emergency pumps and equipment."""
27-Apr,NA,UN/Sitrep4,NA,NA,NA,NA,need,sanitation,"20,000 tarpaulin","""The Cluster requires the following additional supplies: 25,000 Hygiene kits, 20,000 Tarpaulin, 40 tanks of 2500 ltrs, two Generators for the operation of deep bore holes for water supply, 20,000 packets of aqua tabs, household water storage containers, additional emergency pumps and equipment."""
27-Apr,NA,UN/Sitrep4,NA,NA,NA,NA,need,sanitation,40 tanks of 2500 liters,"""The Cluster requires the following additional supplies: 25,000 Hygiene kits, 20,000 Tarpaulin, 40 tanks of 2500 ltrs, two Generators for the operation of deep bore holes for water supply, 20,000 packets of aqua tabs, household water storage containers, additional emergency pumps and equipment."""
27-Apr,NA,UN/Sitrep4,NA,NA,NA,NA,need,sanitation,two generators for the operation of deep bore holes for water supply,"""The Cluster requires the following additional supplies: 25,000 Hygiene kits, 20,000 Tarpaulin, 40 tanks of 2500 ltrs, two Generators for the operation of deep bore holes for water supply, 20,000 packets of aqua tabs, household water storage containers, additional emergency pumps and equipment."""
27-Apr,NA,UN/Sitrep4,NA,NA,NA,NA,need,sanitation,"20,000 packets of aqua tabs","""The Cluster requires the following additional supplies: 25,000 Hygiene kits, 20,000 Tarpaulin, 40 tanks of 2500 ltrs, two Generators for the operation of deep bore holes for water supply, 20,000 packets of aqua tabs, household water storage containers, additional emergency pumps and equipment."""
27-Apr,NA,UN/Sitrep4,NA,NA,NA,NA,need,sanitation,household water storage containers,"""The Cluster requires the following additional supplies: 25,000 Hygiene kits, 20,000 Tarpaulin, 40 tanks of 2500 ltrs, two Generators for the operation of deep bore holes for water supply, 20,000 packets of aqua tabs, household water storage containers, additional emergency pumps and equipment."""
27-Apr,NA,UN/Sitrep4,NA,NA,NA,NA,need,sanitation,additional emergency pumps and equiment,"""The Cluster requires the following additional supplies: 25,000 Hygiene kits, 20,000 Tarpaulin, 40 tanks of 2500 ltrs, two Generators for the operation of deep bore holes for water supply, 20,000 packets of aqua tabs, household water storage containers, additional emergency pumps and equipment."""
27-Apr,NA,UN/Sitrep4,NA,NA,NA,NA,need,communication,radios,"""There is a need to better determine the needs of the affected population to support development of specific sector messages. In addition, equipment, such as radios, is required to distribute to camps and communities to facilitate communications."""
27-Apr,NA,UN/Sitrep4,NA,NA,NA,NA,observation,communication,communication to population in affected areas via radio focusing on aftershocks/community support,"""Radio programming has begun on multiple radio stations reaching affected populations focusing on key messages on aftershocks and community support."""
27-Apr,NA,UN/Sitrep4,NA,NA,NA,NA,observation,population behavior,rumors about aftershocks,"""there have been rumors circulating in communities, focused on the frequency of aftershocks"""
28-Apr,NA,UN/Sitrep5,NA,NA,NA,NA,observation,population behavior,people still sleep outside,"""Aftershocks continue to affect the daily lives of people as they continue to sleep outdoors, in damp and cold conditions."""
28-Apr,NA,UN/Sitrep5,NA,NA,NA,NA,observation,shocks,continued aftershocks,"""Aftershocks continue to affect the daily lives of people as they continue to sleep outdoors, in damp and cold conditions."""
28-Apr,NA,UN/Sitrep5,NA,NA,NA,NA,observation,general assessment,damp/cold weather,"""Aftershocks continue to affect the daily lives of people as they continue to sleep outdoors, in damp and cold conditions."""
28-Apr,government,UN/Sitrep5,NA,NA,NA,NA,observation,casualties,"4,358 deaths and 8,174 injured","""Over the past 24 hours, the Government reported an increase in the number of deaths from 3,351 to 4,358 people. At the same tme, the number of injured has risen from 6,833 to 8,174 people."""
28-Apr,NA,UN/Sitrep5,NA,NA,NA,NA,need,nutrition,food needed,"""Immediate needs include food, shelter, WASH, as well as medical tents, meication, surgical kits and body bags."""
28-Apr,NA,UN/Sitrep5,NA,NA,NA,NA,need,shelter,shelters needed,"""Immediate needs include food, shelter, WASH, as well as medical tents, meication, surgical kits and body bags."""
28-Apr,NA,UN/Sitrep5,NA,NA,NA,NA,need,sanitation,sanitation facilities needed,"""Immediate needs include food, shelter, WASH, as well as medical tents, meication, surgical kits and body bags."""
28-Apr,NA,UN/Sitrep5,NA,NA,NA,NA,need,medical,"body bags, surgical kits","""Immediate needs include food, shelter, WASH, as well as medical tents, meication, surgical kits and body bags."""
28-Apr,NA,UN/Sitrep5,NA,NA,NA,NA,observation,transport,major roads all open for traffic,"""All major roads are open for traffic"""
28-Apr,NA,UN/Sitrep5,NA,NA,NA,NA,observation,transport,some side roads remain blocked,"""However, some side access roads remain blocked."""
28-Apr,NA,UN/Sitrep5,NA,NA,NA,NA,need,medical,fuel for generators,"""Fuel is also needed to pump water from the ground and maintain services at hospitals and other critical facilities facing frequent power outages."""
28-Apr,NA,UN/Sitrep5,NA,NA,NA,NA,need,sanitation,fuel to pump water,"""Fuel is also needed to pump water from the ground and maintain services at hospitals and other critical facilities facing frequent power outages."""
28-Apr,NA,UN/Sitrep5,NA,NA,NA,NA,observation,general assessment,8.1 million affected in total (model estimation),"""[table with figures] These figures are based solely on baseline data and models. These are indicative figures which can be used only for preliminary planning."""
28-Apr,NA,UN/Sitrep5,NA,NA,NA,NA,observation,general assessment,"640,000 households with shelter damage (model estimation)","""[table with figures] These figures are based solely on baseline data and models. These are indicative figures which can be used only for preliminary planning."""
28-Apr,NA,UN/Sitrep5,NA,NA,NA,NA,observation,general assessment,"2,8 million affected by damaged homes (model estimation)","""[table with figures] These figures are based solely on baseline data and models. These are indicative figures which can be used only for preliminary planning."""
28-Apr,NA,UN/Sitrep5,NA,NA,NA,NA,need,children,safe places to play,"""Affected children need to access safe places to play, receive psychosocial support and livesaving messages."""
28-Apr,NA,UN/Sitrep5,NA,NA,NA,NA,need,children,psychosocial support,"""Affected children need to access safe places to play, receive psychosocial support and livesaving messages."""
28-Apr,NA,UN/Sitrep5,NA,NA,NA,NA,observation,damage,huge proportion of schools damaged,"""Initial reports from affected districts indicate that a huge proportion of school facilities have been totally destroyed or severely damaged due to the earthquake."""
28-Apr,NA,UN/Sitrep5,NA,NA,NA,NA,observation,shelter,schools still standing used as shelters,"""Schools that are still standing are being used as shelters by displaced populations."""
28-Apr,NA,UN/Sitrep5,NA,NA,NA,NA,need,nutrition,12 districts prioritized in distributing food assistance,"""A total of 12 districts have been prioritized for the provision of food assistance."""
28-Apr,NA,UN/Sitrep5,NA,NA,NA,NA,need,nutrition,"20,000 mega tonnes (MT) of food needed per month in 12 districts","""As per a preliminary assessment, around 20,000 MT of food is needer per month to support the affected people in 12 affected districts."""
28-Apr,NA,UN/Sitrep5,NA,NA,NA,NA,observation,nutrition,loss of livestock,"""Loss of livestock and a need for veterinary medicines and animal feeding have also been reported."""
28-Apr,NA,UN/Sitrep5,NA,NA,NA,NA,need,nutrition,veterinary medicines,"""Loss of livestock and a need for veterinary medicines and animal feeding have also been reported."""
28-Apr,NA,UN/Sitrep5,NA,NA,NA,NA,need,nutrition,animal feeding,"""Loss of livestock and a need for veterinary medicines and animal feeding have also been reported."""
28-Apr,NA,UN/Sitrep5,NA,NA,NA,NA,observation,nutrition,120 mega tonnes of food available in-country,"""Approximately 120 MT of food is currently available in the country."""
28-Apr,NA,UN/Sitrep5,NA,NA,NA,NA,observation,sanitation,water supplies detoriorating and sanitation conditions hazardous,"""Around the hospitals the water supply is fast deteriorating and sanitation conditions are becoming hazardous."""
28-Apr,NA,UN/Sitrep5,NA,NA,NA,NA,need,medical,medical tents,"""Additional medical tents, surgical equipment and accessories and medicines for managing injuries are still needed."""
28-Apr,NA,UN/Sitrep5,NA,NA,NA,NA,need,medical,surgical equipment,"""Additional medical tents, surgical equipment and accessories and medicines for managing injuries are still needed."""
28-Apr,NA,UN/Sitrep5,NA,NA,NA,NA,need,medical,medicines for managing injuries,"""Additional medical tents, surgical equipment and accessories and medicines for managing injuries are still needed."""
28-Apr,NA,UN/Sitrep5,NA,NA,NA,NA,need,medical,post trauma and rehabilitation care for spinal cord injury patients,"""Post trauma and rehabilitation care for spinal cord injury patients; mobile toilets and messaging on post eartquake disease outbreak are also required."""
28-Apr,NA,UN/Sitrep5,NA,NA,NA,NA,need,sanitation,mobile toilets,"""Post trauma and rehabilitation care for spinal cord injury patients; mobile toilets and messaging on post eartquake disease outbreak are also required."""
28-Apr,NA,UN/Sitrep5,NA,NA,NA,NA,need,medical,communication about disease outbreak,"""Post trauma and rehabilitation care for spinal cord injury patients; mobile toilets and messaging on post eartquake disease outbreak are also required."""
28-Apr,NA,UN/Sitrep5,NA,NA,NA,NA,need,medical,rehabilitation camps,"""There is a need for transit camps and rehabilitation care particularly for those released from health facilities who are in need of post-treatment assistance and have no to care for them."""
28-Apr,NA,UN/Sitrep5,NA,NA,NA,NA,need,transport,helicopters to transport relief goods,"""Limited helicopter capacity is available but additional support is required to transport relief goods."""
28-Apr,NA,UN/Sitrep5,NA,NA,NA,NA,need,transport,set up distribution points to serve areas outside kathmandu valley,"""There is a need to establish staging areas outside Kathmandu Valley to serve areas with no or limited road access."""
